mass  41  58.12  #  2methyl

pair_coeff  1  41  wf/cut  0.2375  5.8918  1  2  17.6755
pair_coeff  2  41  wf/cut  0.2638  5.0054  1  3  15.0163
pair_coeff  3  41  wf/cut  0.0000  5.9935  1  1  17.9806
pair_coeff  4  41  wf/cut  0.4232  5.6024  1  3  16.8072
pair_coeff  5  41  wf/cut  0.8731  6.0774  1  2  18.2322
pair_coeff  6  41  wf/cut  0.3420  5.2929  1  3  15.8787
pair_coeff  7  41  wf/cut  0.1605  5.5696  1  6  16.7089
pair_coeff  8  41  wf/cut  0.0000  5.7467  1  1  17.2401
pair_coeff  9  41  wf/cut  0.9911  6.0247  1  3  18.0740
pair_coeff  10  41  wf/cut  0.1571  5.7909  1  6  17.3726
pair_coeff  11  41  wf/cut  0.5056  5.9249  1  3  17.7747
pair_coeff  12  41  wf/cut  0.5056  5.9249  1  3  17.7747
pair_coeff  13  41  wf/cut  0.8607  6.1911  1  3  18.5734
pair_coeff  14  41  wf/cut  1.0414  5.9726  1  4  17.9179
pair_coeff  15  41  wf/cut  0.4781  5.3642  1  3  16.0926
pair_coeff  16  41  wf/cut  0.6147  5.8268  1  2  17.4803
pair_coeff  17  41  wf/cut  0.8360  5.6195  1  2  16.8586
pair_coeff  18  41  wf/cut  0.5311  5.5609  1  3  16.6828
pair_coeff  19  41  wf/cut  0.3741  5.5200  1  2  16.5601
pair_coeff  20  41  wf/cut  0.3868  5.5200  1  2  16.5601

pair_coeff  41  41  wf/cut  0.142  5.316  1  4  15.948

pair_coeff  21  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  22  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  23  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  24  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  25  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  26  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  27  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  28  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  29  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  30  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  31  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  32  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  33  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  34  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  35  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  36  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  37  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  38  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  39  41  wf/cut  1.6603  7.486  1  2  22.458
pair_coeff  40  41  wf/cut  1.6603  7.486  1  2  22.458
